文件,行号,组件,静态标签,处理函数及属性
client/src/SettingsPanel.tsx,314,input,,"{""disabled"": ""{readOnly}"", ""type"": ""{field.secret && !isVisible ? \""password\"" : \""text\""}"", ""value"": ""{values[field.name] ?? \""\""}"", ""placeholder"": ""{\n                    field.secret && settings.configured\n                      ? \""已保存，留空不修改\""\n                      : field.placeholder\n                  }"", ""onChange"": ""{(event) =>\n                    setValues((current) => ({\n                      ...current,\n                      [field.name]: event.target.value,\n                    }))\n                  }""}"
client/src/SettingsPanel.tsx,331,button,,"{""disabled"": ""{readOnly}"", ""type"": ""\""button\"""", ""className"": ""\""secret-toggle\"""", ""aria-label"": ""{\n                      isVisible ? `隐藏${field.label}` : `显示${field.label}`\n                    }"", ""aria-pressed"": ""{isVisible}"", ""onClick"": ""{() => toggleSecretVisibility(field.name)}""}"
client/src/SettingsPanel.tsx,350,button,,"{""type"": ""\""submit\"""", ""disabled"": ""{readOnly || isSaving || isTesting}""}"
client/src/SettingsPanel.tsx,353,button,,"{""type"": ""\""button\"""", ""className"": ""\""secondary-button\"""", ""onClick"": ""{handleTest}"", ""disabled"": ""{readOnly || isSaving || isTesting}""}"
client/src/SettingsPanel.tsx,430,input,,"{""disabled"": ""{readOnly || isSaving}"", ""type"": ""\""number\"""", ""min"": ""\""1\"""", ""value"": ""{values.max_generation_count_per_batch}"", ""onChange"": ""{(event) =>\n              setValues((current) => ({\n                ...current,\n                max_generation_count_per_batch: Number(event.target.value),\n              }))\n            }""}"
client/src/SettingsPanel.tsx,445,input,,"{""disabled"": ""{readOnly || isSaving}"", ""type"": ""\""number\"""", ""min"": ""\""1\"""", ""value"": ""{values.max_concurrent_h3_tasks}"", ""onChange"": ""{(event) =>\n              setValues((current) => ({\n                ...current,\n                max_concurrent_h3_tasks: Number(event.target.value),\n              }))\n            }""}"
client/src/SettingsPanel.tsx,464,button,,"{""disabled"": ""{readOnly || isSaving}"", ""type"": ""\""submit\""""}"
client/src/SimpleCharacterUpload.tsx,110,input,,"{""onChange"": ""{(event) => setDisplayName(event.target.value)}"", ""placeholder"": ""\""例如：荣哥\"""", ""type"": ""\""text\"""", ""value"": ""{displayName}""}"
client/src/SimpleCharacterUpload.tsx,118,input,,"{""accept"": ""{ALLOWED_TYPES.join(\"",\"")}"", ""aria-label"": ""\""授权图片\"""", ""hidden"": ""true"", ""onChange"": ""{(event) => pickFile(event.target.files?.[0])}"", ""ref"": ""{fileInputRef}"", ""type"": ""\""file\""""}"
client/src/SimpleCharacterUpload.tsx,126,button,选择图片,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{busy}"", ""onClick"": ""{() => fileInputRef.current?.click()}"", ""type"": ""\""button\""""}"
client/src/SimpleCharacterUpload.tsx,138,button,,"{""className"": ""\""simple-character-upload__submit\"""", ""disabled"": ""{busy}"", ""onClick"": ""{submit}"", ""type"": ""\""button\""""}"
client/src/SourceFrameSelection.tsx,482,button,重新检查状态,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => void loadCandidates()}"", ""type"": ""\""button\""""}"
client/src/SourceFrameSelection.tsx,490,button,停止并重新取帧,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => void handleRestart()}"", ""type"": ""\""button\""""}"
client/src/SourceFrameSelection.tsx,501,button,重新开始取帧,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isSubmitting || !referenceAssetId}"", ""onClick"": ""{() => void handleRestart()}"", ""type"": ""\""button\""""}"
client/src/SourceFrameSelection.tsx,526,button,,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isSubmitting || !referenceAssetId}"", ""onClick"": ""{handleExtract}"", ""type"": ""\""button\""""}"
client/src/SourceFrameSelection.tsx,536,input,,"{""disabled"": ""{isSubmitting}"", ""max"": ""{\n                      videoDurationSeconds === null\n                        ? undefined\n                        : Math.max(0, videoDurationSeconds - 0.1)\n                    }"", ""min"": ""\""0\"""", ""onChange"": ""{(event) =>\n                      setManualTimestamp(Number(event.target.value))\n                    }"", ""step"": ""\""0.1\"""", ""type"": ""\""number\"""", ""value"": ""{manualTimestamp}""}"
client/src/SourceFrameSelection.tsx,552,button,从该时间取帧,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isSubmitting || !referenceAssetId}"", ""onClick"": ""{() => void handleManualExtract()}"", ""type"": ""\""button\""""}"
client/src/SourceFrameSelection.tsx,573,input,,"{""checked"": ""{selectedAssetId === candidate.asset_id}"", ""disabled"": ""{\n                      readOnly ||\n                      isSubmitting ||\n                      !previewUrls[candidate.asset_id]\n                    }"", ""name"": ""\""source-frame\"""", ""onChange"": ""{() => {\n                      setSelectedAssetId(candidate.asset_id);\n                      setStatus(\""已选择其他源画面，点击下方按钮应用。\"");\n                    }}"", ""type"": ""\""radio\"""", ""value"": ""{candidate.asset_id}""}"
client/src/SourceFrameSelection.tsx,618,button,确认源画面并继续,"{""className"": ""\""source-frame-confirm\"""", ""disabled"": ""{\n                  isSubmitting ||\n                  !selectedAssetId ||\n                  !previewUrls[selectedAssetId]\n                }"", ""onClick"": ""{handleConfirm}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,847,button,刷新,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isHistoryLoading}"", ""onClick"": ""{() => {\n                void loadHistory();\n                setPollingRevision((current) => current + 1);\n              }}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,882,input,,"{""aria-label"": ""\""修改批次名称\"""", ""onChange"": ""{(event) =>\n                          setEditingBatchName(event.target.value)\n                        }"", ""type"": ""\""text\"""", ""value"": ""{editingBatchName}""}"
client/src/TaskRecordsPanel.tsx,890,button,,"{""disabled"": ""{isRenaming}"", ""onClick"": ""{() => void saveBatchRename(item)}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,897,button,取消,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isRenaming}"", ""onClick"": ""{cancelBatchRename}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,914,button,,"{""aria-label"": ""{`打开批次 ${item.id}`}"", ""aria-pressed"": ""{item.id === activeBatchId}"", ""className"": ""\""batch-history-card__main\"""", ""onClick"": ""{() => selectBatch(item.id)}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,943,button,重命名,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => startBatchRename(item)}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,950,button,,"{""aria-label"": ""{`删除批次 ${displayName}`}"", ""className"": ""\""secondary-button batch-delete-button\"""", ""disabled"": ""{isDeleting}"", ""onClick"": ""{() => void handleDeleteBatch(item)}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,968,button,加载更多任务记录,"{""className"": ""\""load-more-button\"""", ""disabled"": ""{isHistoryLoading}"", ""onClick"": ""{() => void loadHistory(nextCursor, true)}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,1020,button,返回生成结果,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => setViewMode(\""stage\"")}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,1079,input,,"{""id"": ""\""batch-id\"""", ""value"": ""{batchIdInput}"", ""placeholder"": ""\""粘贴 generation batch id\"""", ""onChange"": ""{(event) => setBatchIdInput(event.target.value)}""}"
client/src/TaskRecordsPanel.tsx,1085,button,查询任务记录,"{""type"": ""\""submit\"""", ""disabled"": ""{!batchIdInput.trim()}""}"
client/src/TaskRecordsPanel.tsx,1117,button,立即刷新,"{""onClick"": ""{onRetry}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,1282,input,,"{""aria-label"": ""\""整批重生成原因\"""", ""disabled"": ""{batchActionBusy}"", ""maxLength"": ""{500}"", ""onChange"": ""{(event) =>\n                  onBatchRegenerationReasonChange(event.target.value)\n                }"", ""placeholder"": ""\""说明为什么需要再生成整批视频\"""", ""value"": ""{batchRegenerationReason}""}"
client/src/TaskRecordsPanel.tsx,1294,input,,"{""aria-label"": ""{`确认新建 ${batch.quantity} 个付费任务`}"", ""checked"": ""{batchPaymentConfirmed}"", ""disabled"": ""{batchActionBusy}"", ""onChange"": ""{(event) =>\n                  onBatchPaymentConfirmationChange(event.target.checked)\n                }"", ""type"": ""\""checkbox\""""}"
client/src/TaskRecordsPanel.tsx,1305,button,整批付费再次生成,"{""disabled"": ""{\n                !batchReason || !batchPaymentConfirmed || batchActionBusy\n              }"", ""onClick"": ""{onRegenerateBatch}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,1453,button,,"{""disabled"": ""{activeResultAction === previewAction}"", ""onClick"": ""{() => void onPreview(task)}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,1460,button,,"{""disabled"": ""{downloadFeedback?.status === \""pending\""}"", ""onClick"": ""{() => void onDownload(task)}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,1569,button,对账,"{""aria-label"": ""{`对账 ${task.id}`}"", ""disabled"": ""{taskActionBusy}"", ""type"": ""\""button\"""", ""onClick"": ""{() => onReconcile(task.id)}""}"
client/src/TaskRecordsPanel.tsx,1581,input,,"{""aria-label"": ""{`处理原因 ${task.id}`}"", ""disabled"": ""{taskActionBusy}"", ""maxLength"": ""{500}"", ""onChange"": ""{(event) =>\n                          onTaskActionReasonChange(task.id, event.target.value)\n                        }"", ""placeholder"": ""\""填写本次处理依据\"""", ""value"": ""{taskActionReason}""}"
client/src/TaskRecordsPanel.tsx,1594,button,,"{""aria-label"": ""{`${task.archive_status === \""ARCHIVE_FAILED\"" ? \""重试归档\"" : \""安全重试\""} ${task.id}`}"", ""disabled"": ""{!actionReason || taskActionBusy}"", ""onClick"": ""{() => onRetry(task)}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,1606,button,确认未计费并重新入队,"{""aria-label"": ""{`确认未计费 ${task.id}`}"", ""disabled"": ""{!actionReason || taskActionBusy}"", ""onClick"": ""{() => onConfirmNotCharged(task)}"", ""type"": ""\""button\""""}"
client/src/TaskRecordsPanel.tsx,1634,input,,"{""aria-label"": ""{`重新生成原因 ${task.id}`}"", ""disabled"": ""{taskActionBusy}"", ""maxLength"": ""{500}"", ""onChange"": ""{(event) =>\n                        onTaskActionReasonChange(task.id, event.target.value)\n                      }"", ""placeholder"": ""\""填写本次新增付费生成的原因\"""", ""value"": ""{taskActionReason}""}"
client/src/TaskRecordsPanel.tsx,1646,input,,"{""aria-label"": ""{`确认为任务 ${task.id} 新增一次付费生成`}"", ""checked"": ""{taskPaymentConfirmed}"", ""disabled"": ""{taskActionBusy}"", ""onChange"": ""{(event) =>\n                        onTaskPaymentConfirmationChange(\n                          task.id,\n                          event.target.checked,\n                        )\n                      }"", ""type"": ""\""checkbox\""""}"
client/src/TaskRecordsPanel.tsx,1660,button,付费重新生成,"{""aria-label"": ""{`付费重新生成 ${task.id}`}"", ""disabled"": ""{\n                      !actionReason || !taskPaymentConfirmed || taskActionBusy\n                    }"", ""onClick"": ""{() => onRegenerate(task)}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,81,button,打开文件夹,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => onOpenFolder(feedback.downloadId)}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,254,button,,"{""aria-label"": ""\""下载 MP4\"""", ""disabled"": ""{downloadBusy}"", ""onClick"": ""{() => onDownload(activeTask)}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,264,button,,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{regenerateBusy}"", ""onClick"": ""{() => {\n                setIsRegenerateOpen(!isRegenerateOpen);\n                setRegenerateReason(\""\"");\n                setRegenerateDetail(\""\"");\n                setRegenerateConfirmed(false);\n              }}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,366,input,,"{""checked"": ""{regenerateReason === reason}"", ""name"": ""{`regenerate-reason-${activeTask.id}`}"", ""onChange"": ""{() => setRegenerateReason(reason)}"", ""type"": ""\""radio\"""", ""value"": ""{reason}""}"
client/src/VideoResultStage.tsx,379,input,,"{""aria-label"": ""{`再次生成补充说明 ${activeTask.id}`}"", ""disabled"": ""{regenerateBusy}"", ""maxLength"": ""{200}"", ""onChange"": ""{(event) => setRegenerateDetail(event.target.value)}"", ""value"": ""{regenerateDetail}""}"
client/src/VideoResultStage.tsx,388,input,,"{""aria-label"": ""{`确认为任务 ${activeTask.id} 新增一次付费生成`}"", ""checked"": ""{regenerateConfirmed}"", ""disabled"": ""{regenerateBusy}"", ""onChange"": ""{(event) => setRegenerateConfirmed(event.target.checked)}"", ""type"": ""\""checkbox\""""}"
client/src/VideoResultStage.tsx,397,button,确认再次生成,"{""disabled"": ""{\n              !regenerateReason || !regenerateConfirmed || regenerateBusy\n            }"", ""onClick"": ""{handleRegenerateSubmit}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,422,button,,"{""aria-label"": ""{`查看结果 ${index + 1}：${task.id}`}"", ""aria-pressed"": ""{isActive}"", ""className"": ""{\n                    isActive\n                      ? \""video-stage-cell video-stage-cell--active\""\n                      : \""video-stage-cell\""\n                  }"", ""key"": ""{task.id}"", ""onClick"": ""{() => setActiveTaskId(task.id)}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,576,button,,"{""aria-label"": ""{`播放 ${taskLabel}`}"", ""className"": ""\""stage-video-player__bigplay\"""", ""onClick"": ""{togglePlay}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,586,button,,"{""aria-label"": ""{isPlaying ? \""暂停\"" : \""播放\""}"", ""onClick"": ""{togglePlay}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,596,input,,"{""aria-label"": ""\""播放进度\"""", ""className"": ""\""stage-video-player__seek\"""", ""max"": ""{duration || 0}"", ""min"": ""{0}"", ""onChange"": ""{(event) => handleSeek(Number(event.target.value))}"", ""step"": ""{0.1}"", ""type"": ""\""range\"""", ""value"": ""{Math.min(currentTime, duration || 0)}""}"
client/src/VideoResultStage.tsx,606,button,,"{""aria-label"": ""{isMuted ? \""取消静音\"" : \""静音\""}"", ""onClick"": ""{toggleMute}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,613,input,,"{""aria-label"": ""\""音量\"""", ""className"": ""\""stage-video-player__volume\"""", ""max"": ""{1}"", ""min"": ""{0}"", ""onChange"": ""{(event) => handleVolumeChange(Number(event.target.value))}"", ""step"": ""{0.05}"", ""type"": ""\""range\"""", ""value"": ""{isMuted ? 0 : volume}""}"
client/src/VideoResultStage.tsx,623,button,全屏,"{""onClick"": ""{() => void toggleFullscreen()}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,680,button,查看运维详情,"{""className"": ""\""link-button\"""", ""onClick"": ""{onOpenOpsDetail}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,746,button,,"{""disabled"": ""{retryBusy}"", ""onClick"": ""{onRetry}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,750,button,下载原文件,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{downloadBusy}"", ""onClick"": ""{onDownload}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,760,button,查看技术详情,"{""className"": ""\""link-button\"""", ""onClick"": ""{onOpenOpsDetail}"", ""type"": ""\""button\""""}"
client/src/VideoResultStage.tsx,871,button,任务操作,"{""aria-label"": ""\""运维详情\"""", ""className"": ""\""link-button video-stage-ops-entry\"""", ""onClick"": ""{onOpenOpsDetail}"", ""type"": ""\""button\""""}"
client/src/WalletPanel.tsx,203,button,,"{""aria-label"": ""{`充值${amount}元`}"", ""disabled"": ""{isCreating}"", ""key"": ""{amount}"", ""onClick"": ""{() => void startRecharge(amount)}"", ""type"": ""\""button\""""}"
client/src/WalletPanel.tsx,224,input,,"{""inputMode"": ""\""numeric\"""", ""min"": ""{wallet.min_recharge_fen / 100}"", ""step"": ""{wallet.recharge_step_fen / 100}"", ""type"": ""\""number\"""", ""value"": ""{customAmount}"", ""onChange"": ""{(event) => setCustomAmount(event.target.value)}""}"
client/src/WalletPanel.tsx,233,button,,"{""disabled"": ""{isCreating}"", ""type"": ""\""submit\""""}"
client/src/WorkspaceTabs.tsx,47,button,,"{""aria-controls"": ""{`workspace-tabpanel-${tab.key}`}"", ""aria-selected"": ""{isActive}"", ""className"": ""{\n                isActive\n                  ? \""workspace-tab workspace-tab--active\""\n                  : \""workspace-tab\""\n              }"", ""disabled"": ""{readOnly || busy}"", ""id"": ""{`workspace-tab-${tab.key}`}"", ""key"": ""{tab.key}"", ""onClick"": ""{() => onTabChange(tab.key)}"", ""role"": ""\""tab\"""", ""type"": ""\""button\""""}"
client/src/admin/AccountsPage.tsx,71,button,,"{""aria-pressed"": ""{autoRefresh}"", ""type"": ""\""button\"""", ""onClick"": ""{toggleAutoRefresh}""}"
client/src/admin/AccountsPage.tsx,91,input,,"{""aria-label"": ""\""流水账号\"""", ""value"": ""{username}"", ""onChange"": ""{(event) => setUsername(event.target.value)}""}"
client/src/admin/AccountsPage.tsx,99,select,,"{""aria-label"": ""\""流水类型\"""", ""value"": ""{typeFilter}"", ""onChange"": ""{(event) => setTypeFilter(event.target.value)}""}"
client/src/admin/AccountsPage.tsx,113,input,,"{""aria-label"": ""\""流水起始时间\"""", ""type"": ""\""date\"""", ""value"": ""{createdFrom}"", ""onChange"": ""{(event) => setCreatedFrom(event.target.value)}""}"
client/src/admin/AccountsPage.tsx,122,input,,"{""aria-label"": ""\""流水截止时间\"""", ""type"": ""\""date\"""", ""value"": ""{createdTo}"", ""onChange"": ""{(event) => setCreatedTo(event.target.value)}""}"
client/src/admin/AccountsPage.tsx,129,button,查询,"{""type"": ""\""submit\""""}"
client/src/admin/ActivationCodesPage.tsx,300,input,,"{""aria-label"": ""\""搜索\"""", ""placeholder"": ""\""请输入激活码或绑定账号\"""", ""value"": ""{searchDraft}"", ""onChange"": ""{(event) => setSearchDraft(event.target.value)}""}"
client/src/admin/ActivationCodesPage.tsx,309,select,,"{""aria-label"": ""\""状态\"""", ""value"": ""{filterStatus}"", ""onChange"": ""{(event) => {\n                  setOffset(0);\n                  setFilterStatus(event.target.value);\n                }}""}"
client/src/admin/ActivationCodesPage.tsx,327,input,,"{""checked"": ""{includeArchived}"", ""type"": ""\""checkbox\"""", ""onChange"": ""{(event) => {\n                  setOffset(0);\n                  setIncludeArchived(event.target.checked);\n                }}""}"
client/src/admin/ActivationCodesPage.tsx,337,button,搜索,"{""type"": ""\""submit\""""}"
client/src/admin/ActivationCodesPage.tsx,367,button,复制,"{""type"": ""\""button\"""", ""onClick"": ""{() =>\n                              openAction({ kind: \""copy\"", codeId: item.code_id })\n                            }""}"
client/src/admin/ActivationCodesPage.tsx,395,button,台设备,"{""className"": ""\""activation-device-toggle\"""", ""type"": ""\""button\"""", ""aria-expanded"": ""{expanded}"", ""onClick"": ""{() =>\n                            setExpandedCodeId(expanded ? null : item.code_id)\n                          }""}"
client/src/admin/ActivationCodesPage.tsx,411,button,暂停,"{""type"": ""\""button\"""", ""onClick"": ""{() =>\n                                  openAction({\n                                    kind: \""code\"",\n                                    action: \""suspend\"",\n                                    codeId: item.code_id,\n                                    status: item.status,\n                                  })\n                                }""}"
client/src/admin/ActivationCodesPage.tsx,426,button,恢复,"{""type"": ""\""button\"""", ""onClick"": ""{() =>\n                                  openAction({\n                                    kind: \""code\"",\n                                    action: \""resume\"",\n                                    codeId: item.code_id,\n                                    status: item.status,\n                                  })\n                                }""}"
client/src/admin/ActivationCodesPage.tsx,441,button,删除激活码,"{""className"": ""\""admin-action--danger\"""", ""type"": ""\""button\"""", ""onClick"": ""{() =>\n                                  openAction({\n                                    kind: \""code\"",\n                                    action: \""archive\"",\n                                    codeId: item.code_id,\n                                    status: item.status,\n                                  })\n                                }""}"
client/src/admin/ActivationCodesPage.tsx,458,button,撤销激活码,"{""className"": ""\""admin-action--danger\"""", ""type"": ""\""button\"""", ""onClick"": ""{() =>\n                                  openAction({\n                                    kind: \""code\"",\n                                    action: \""revoke\"",\n                                    codeId: item.code_id,\n                                    status: item.status,\n                                  })\n                                }""}"
client/src/admin/ActivationCodesPage.tsx,634,button,批准,"{""aria-label"": ""\""批准设备\"""", ""type"": ""\""button\"""", ""onClick"": ""{() =>\n                    onAction({\n                      kind: \""pairing\"",\n                      codeId,\n                      pairingId: pairing.pairing_request_id,\n                      candidateName: pairing.display_name,\n                    })\n                  }""}"
client/src/admin/ActivationCodesPage.tsx,650,button,替换,"{""aria-label"": ""{\n                    boundDevices.length === 1\n                      ? `替换为${pairing.display_name}`\n                      : `用${pairing.display_name}替换${device.display_name || `设备 #${device.slot_no}`}`\n                  }"", ""type"": ""\""button\"""", ""key"": ""{device.device_id}"", ""onClick"": ""{() =>\n                    onAction({\n                      kind: \""pairing\"",\n                      codeId,\n                      pairingId: pairing.pairing_request_id,\n                      candidateName: pairing.display_name,\n                      replaceDeviceId: device.device_id,\n                      replaceDeviceName:\n                        device.display_name || `设备 #${device.slot_no}`,\n                    })\n                  }""}"
client/src/admin/ActivationCodesPage.tsx,726,button,解绑设备,"{""type"": ""\""button\"""", ""onClick"": ""{() =>\n                          onAction({\n                            kind: \""device\"",\n                            action: \""unbind\"",\n                            codeId,\n                            deviceId: device.device_id,\n                            deviceName,\n                          })\n                        }""}"
client/src/admin/ActivationCodesPage.tsx,740,button,强制退出,"{""className"": ""\""admin-action--danger\"""", ""type"": ""\""button\"""", ""onClick"": ""{() =>\n                          onAction({\n                            kind: \""device\"",\n                            action: \""revoke\"",\n                            codeId,\n                            deviceId: device.device_id,\n                            deviceName,\n                          })\n                        }""}"
client/src/admin/AdjustmentsPage.tsx,87,input,,"{""aria-label"": ""\""调账操作人\"""", ""value"": ""{actorUsername}"", ""onChange"": ""{(event) => setActorUsername(event.target.value)}""}"
client/src/admin/AdjustmentsPage.tsx,95,input,,"{""aria-label"": ""\""调账目标客户\"""", ""value"": ""{targetUsername}"", ""onChange"": ""{(event) => setTargetUsername(event.target.value)}""}"
client/src/admin/AdjustmentsPage.tsx,103,select,,"{""aria-label"": ""\""调账来源类型\"""", ""value"": ""{sourceType}"", ""onChange"": ""{(event) => setSourceType(event.target.value)}""}"
client/src/admin/AdjustmentsPage.tsx,116,button,查询,"{""type"": ""\""submit\""""}"
client/src/admin/AdminActivationSection.tsx,256,input,,"{""autoComplete"": ""\""off\"""", ""disabled"": ""{locked}"", ""max"": ""{MAX_CODES_PER_REQUEST}"", ""min"": ""{1}"", ""type"": ""\""number\"""", ""value"": ""{quantity}"", ""onChange"": ""{(event) => setQuantity(event.target.value)}""}"
client/src/admin/AdminActivationSection.tsx,268,input,,"{""disabled"": ""{locked}"", ""type"": ""\""date\"""", ""value"": ""{expiresDate}"", ""onChange"": ""{(event) => setExpiresDate(event.target.value)}""}"
client/src/admin/AdminActivationSection.tsx,277,input,,"{""autoComplete"": ""\""off\"""", ""disabled"": ""{locked}"", ""min"": ""{0}"", ""type"": ""\""number\"""", ""value"": ""{credits}"", ""onChange"": ""{(event) => {\n                setCredits(event.target.value);\n                setConfirmGrant(false);\n              }}""}"
client/src/admin/AdminActivationSection.tsx,291,input,,"{""autoComplete"": ""\""off\"""", ""disabled"": ""{locked}"", ""type"": ""\""text\"""", ""value"": ""{reason}"", ""onChange"": ""{(event) => setReason(event.target.value)}""}"
client/src/admin/AdminActivationSection.tsx,301,input,,"{""type"": ""\""checkbox\"""", ""checked"": ""{confirmGrant}"", ""disabled"": ""{locked}"", ""onChange"": ""{(event) => setConfirmGrant(event.target.checked)}""}"
client/src/admin/AdminActivationSection.tsx,310,button,,"{""disabled"": ""{locked}"", ""type"": ""\""submit\""""}"
client/src/admin/AdminActivationSection.tsx,322,button,复制全部,"{""type"": ""\""button\"""", ""onClick"": ""{() => void copyAllCodes()}""}"
client/src/admin/AnalyticsPage.tsx,26,TabBar,,"{""active"": ""{tab}"", ""ariaLabel"": ""\""经营分析页签\"""", ""items"": ""{tabs}"", ""onChange"": ""{setTab}""}"
client/src/admin/AuditCenterPage.tsx,20,TabBar,,"{""active"": ""{tab}"", ""ariaLabel"": ""\""审计中心页签\"""", ""items"": ""{tabs}"", ""onChange"": ""{setTab}""}"
client/src/admin/AuditEventsPage.tsx,186,select,,"{""aria-label"": ""\""事件类型\"""", ""value"": ""{typeDraft}"", ""onChange"": ""{(event) => setTypeDraft(event.target.value)}""}"
client/src/admin/AuditEventsPage.tsx,200,input,,"{""aria-label"": ""\""操作人用户名\"""", ""placeholder"": ""\""例如：admin_u\"""", ""value"": ""{actorDraft}"", ""onChange"": ""{(event) => setActorDraft(event.target.value)}""}"
client/src/admin/AuditEventsPage.tsx,209,input,,"{""aria-label"": ""\""目标客户用户名\"""", ""placeholder"": ""\""例如：customer_u\"""", ""value"": ""{targetDraft}"", ""onChange"": ""{(event) => setTargetDraft(event.target.value)}""}"
client/src/admin/AuditEventsPage.tsx,218,input,,"{""type"": ""\""date\"""", ""value"": ""{fromDraft}"", ""onChange"": ""{(event) => setFromDraft(event.target.value)}""}"
client/src/admin/AuditEventsPage.tsx,226,input,,"{""type"": ""\""date\"""", ""value"": ""{toDraft}"", ""onChange"": ""{(event) => setToDraft(event.target.value)}""}"
client/src/admin/AuditEventsPage.tsx,233,button,,"{""disabled"": ""{loading}"", ""type"": ""\""submit\""""}"
client/src/admin/AuditEventsPage.tsx,236,button,重置,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{loading}"", ""type"": ""\""button\"""", ""onClick"": ""{handleReset}""}"
client/src/admin/CostDetails.tsx,88,select,,"{""value"": ""{draft.lookbackDays}"", ""onChange"": ""{(event) =>\n              setDraft({ ...draft, lookbackDays: Number(event.target.value) })\n            }""}"
client/src/admin/CostDetails.tsx,101,select,,"{""value"": ""{draft.subject ?? \""\""}"", ""onChange"": ""{(event) =>\n              setDraft({ ...draft, subject: event.target.value || undefined })\n            }""}"
client/src/admin/CostDetails.tsx,116,select,,"{""value"": ""{draft.resolution ?? \""\""}"", ""onChange"": ""{(event) =>\n              setDraft({\n                ...draft,\n                resolution: event.target.value || undefined,\n              })\n            }""}"
client/src/admin/CostDetails.tsx,130,button,查询,"{""type"": ""\""button\"""", ""onClick"": ""{() => setFilters(draft)}""}"
client/src/admin/CostDetails.tsx,133,button,重置,"{""type"": ""\""button\"""", ""onClick"": ""{() => {\n            const reset = { lookbackDays: 30 };\n            setDraft(reset);\n            setFilters(reset);\n          }}""}"
client/src/admin/CostDetails.tsx,143,a,导出成本 CSV,"{""className"": ""\""admin-button-link\"""", ""href"": ""{operationCostsCsvUrl(filters)}"", ""download"": ""true""}"
client/src/admin/CustomersManagementPage.tsx,44,TabBar,,"{""active"": ""{tab}"", ""ariaLabel"": ""\""客户管理页签\"""", ""items"": ""{tabs}"", ""onChange"": ""{setTab}"", ""actions"": ""{\n          tab === \""codes\"" && !readOnly ? (\n            <button\n              type=\""button\""\n              onClick={() => setShowGenerator((open) => !open)}\n            >\n              {showGenerator ? \""收起生成表单\"" : \""生成激活码\""}\n            </button>\n          ) : undefined\n        }""}"
client/src/admin/CustomersManagementPage.tsx,51,button,,"{""type"": ""\""button\"""", ""onClick"": ""{() => setShowGenerator((open) => !open)}""}"
client/src/admin/CustomersPage.tsx,137,button,← 返回客户列表,"{""type"": ""\""button\"""", ""className"": ""\""btn-secondary\"""", ""onClick"": ""{() => setDetailUserId(null)}""}"
client/src/admin/CustomersPage.tsx,207,input,,"{""placeholder"": ""\""按用户名筛选\"""", ""type"": ""\""text\"""", ""value"": ""{usernameDraft}"", ""onChange"": ""{(e) => setUsernameDraft(e.target.value)}""}"
